0.0,[-8.242295734817161e-5,-1.685216233227038,-0.08766759170460622,-0.004819374529082173,1.552678189195181]
1.0,[-4.736951571734001e-5,-1.5311807525601275,-0.07532117744328086,-0.04133463941495089,1.5698507890452413]
2.0,[0.24116104668792102,-1.6433607659867748,-0.1068154631411744,-0.5829842090558183,1.9829258235404266]
3.0,[-0.009831069291976744,-1.109209553836384,-0.04795013571386638,0.3909965092437535,1.4305720290914385]
4.0,[-0.006085087989049497,-0.9755848869493395,-0.03632070644243868,0.3367640980892853,1.4628097590372946]
5.0,[-0.001980993147299159,-0.8300380234989764,-0.023645808274371426,0.17690524600766364,1.5134363349846223]
6.0,[-0.00048695862157425524,-0.6633636454959438,-0.010134802626756331,0.013144093221247505,1.5502657951011705]
7.0,[-0.0005295911857198613,-0.4930285513182752,0.0028181427561927803,0.00838156211102614,1.5516324733003524]
8.0,[-0.002858276578384296,-0.3423383058513233,0.013825799764314677,0.2357703957992877,1.517287476612442]
9.0,[-0.001535719699556163,-0.16561993258316457,0.027582120291450945,0.12619617943225117,1.5354211362656704]
10.0,[-0.00036474527102351806,0.0,-0.00019303077654816056,0.028700242182821963,4.466268624777772e-6]
11.0,[-0.0037990351605306687,0.0,-0.001165171662857271,0.15635256052822416,0.0]
12.0,[-0.0038037721121024024,0.0,-0.0011659887870033951,0.1562843484255912,0.0]
13.0,[-0.00196299273132657,0.0,-0.000791520922878893,0.10975422052676245,0.0]
14.0,[-0.0007408592258191977,0.0,-0.0003916156288141792,0.05665773035919604,0.0]
15.0,[-0.0012628712890242846,0.0,-0.0005908636543002407,0.08368298646625286,0.0]
16.0,[-0.002792906646694367,0.0,-0.0009800279106760477,0.13360761386138617,0.0]
17.0,[-0.00036379788070917124,0.0,-0.0001859371915694889,0.027588953344093167,0.0]
18.0,[-0.0007380170548761573,0.0,-0.00038982742959584965,0.05646162056412625,0.0]
19.0,[-0.003797140379901975,0.0,-0.0011649348152786843,0.15629003276747727,0.0]
20.0,[-0.001947834486297021,0.0,-0.0007881695296418911,0.109324105324049,0.0]
21.0,[-0.00036664005165221164,0.0,-0.0001882701402185679,0.027933803418515403,0.0]
22.0,[-0.0007370696645618104,0.0,-0.0003889984630707962,0.05634414416514724,0.0]
23.0,[-0.002787222304808286,0.0,-0.0009788555151620435,0.13349487441397892,0.0]
24.0,[-0.0019468870959826743,0.0,-0.0007878853125475871,0.10931368403059119,0.0]
25.0,[-0.0012676082405960185,0.0,-0.0005922728973928315,0.08382604240371923,0.0]
26.0,[-0.0049880100050359024,0.0,-0.0013457442567717712,0.17781663549006527,0.0]
27.0,[-0.0028023805498378347,0.0,-0.000981981903199388,0.1337317219925656,0.0]
28.0,[-0.0012732925824820993,0.0,-0.0005942150475372425,0.08406288998230592,0.0]
29.0,[-0.0019544662184974486,0.0,-0.0007899103593445034,0.1096234806633826,0.0]
30.0,[-0.00036379788070917124,0.0,-0.00018571218636983153,0.027563373805605803,0.0]
31.0,[-0.00036379788070917124,0.0,-0.00018572402874876087,0.027592742905350555,0.0]
32.0,[-0.0019393079734678997,0.0,-0.0007858010538560242,0.10915168028683789,0.0]
33.0,[-0.0012571869471382038,0.0,-0.0005887320260929604,0.08335613680780321,0.0]
34.0,[-0.00036474527102351806,0.0,-0.00018625693580058095,0.027654323275783096,0.0]
