16.0,[-0.8504751273600655,-0.13490127533562674,0.011493537973213582,6.8480545678539775,0.9903680669205122]
17.0,[-0.9028023365923823,-0.07870231873615315,0.015770898661079023,7.26939409408563,0.9903678639083019]
18.0,[0.1977165690429198,0.0,-0.024769318448155296,-1.6371274114135301,0.0]
19.0,[-0.0018976227996366406,0.0,-0.0010396661309641786,0.11747450419837452,0.0]
20.0,[-0.0014675075969231934,0.0,-0.0008401694155206012,0.09440839221497298,0.0]
21.0,[-0.0019023597512083748,0.0,-0.0010321580627229803,0.11543666763221455,0.0]
22.0,[-0.0019033071415227214,0.0,-0.001032252801754415,0.1154376150225289,0.0]
23.0,[-0.0019061493124657618,0.0,-0.0010336975719837938,0.11559488181471048,0.0]
24.0,[-0.0019061493124657618,0.0,-0.0010337094143627232,0.11559677659533917,0.0]
25.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559677659533917,0.0]
26.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559677659533917,0.0]
27.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559772398565352,0.0]
28.0,[-0.0011766587704187257,0.0,-0.0006900554202123507,0.07783190388484702,0.0]
29.0,[-0.0011747639897900322,0.0,-0.0006895106707816012,0.07778263958850098,0.0]
30.0,[-0.0018985701899509875,0.0,-0.0010306896077357428,0.11528224301097603,0.0]
31.0,[-0.0011719218188469918,0.0,-0.0006873198306796743,0.07752968637457039,0.0]
32.0,[-0.0006328567299836625,0.0,-0.00032828258630009566,0.03740296961041167,0.0]
33.0,[-0.0011690796479039514,0.0,-0.0006862303318181755,0.07743115778187833,0.0]
34.0,[-0.001165290086646564,0.0,-0.0006839921222005312,0.07717062544543295,0.0]
35.0,[-0.0011709744285326449,0.0,-0.0006867395541121368,0.07747568512665262,0.0]
36.0,[-0.0018985701899509875,0.0,-0.0010306185534621668,0.1152756112787756,0.0]
37.0,[-0.0011709744285326449,0.0,-0.0006873079883007449,0.07752684420362735,0.0]
38.0,[-0.0011747639897900322,0.0,-0.000689463301265884,0.0777769552466149,0.0]
39.0,[-0.0018976227996366406,0.0,-0.0010306540805989548,0.11527940084003299,0.0]
40.0,[-0.0018995175802653344,0.0,-0.0010311277757561281,0.11531540167197817,0.0]
41.0,[-0.0019061493124657618,0.0,-0.0010336738872259352,0.11559298703408177,0.0]
42.0,[-0.0028241705270678112,0.0,-0.001358924824520121,0.15079327416363714,0.0]
43.0,[-0.0028241705270678112,0.0,-0.0013593511501615771,0.15081790631181016,0.0]
44.0,[-0.0019137284349805364,0.0,-0.0010366581667161276,0.11590183627655884,0.0]
45.0,[-0.0019118336543518426,0.0,-0.001036219998695742,0.11586962500587104,0.0]
46.0,[-0.002823223136753464,0.0,-0.0013589840364147676,0.15079990589583755,0.0]
47.0,[-0.0028241705270678112,0.0,-0.0013593748349194357,0.1508207484827532,0.0]
48.0,[-0.0019137284349805364,0.0,-0.0010366581667161276,0.11590183627655884,0.0]
49.0,[-0.0019118336543518426,0.0,-0.001036219998695742,0.11586962500587104,0.0]
50.0,[-0.0019061493124657618,0.0,-0.0010337567838784405,0.1156015135469109,0.0]
51.0,[-0.0019061493124657618,0.0,-0.0010337449414995112,0.1155996187662822,0.0]
52.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559677659533917,0.0]
53.0,[-0.0019070967027801087,0.0,-0.0010337212567416525,0.11559772398565352,0.0]
54.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559677659533917,0.0]
55.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559677659533917,0.0]
56.0,[-0.0019061493124657618,0.0,-0.0010337094143627232,0.11559772398565352,0.0]
57.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559677659533917,0.0]
58.0,[-0.0019061493124657618,0.0,-0.0010337094143627232,0.11559772398565352,0.0]
59.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559772398565352,0.0]
60.0,[-0.0019052019221514152,0.0,-0.0010337212567416525,0.11559772398565352,0.0]
61.0,[-0.0019061493124657618,0.0,-0.0010337212567416525,0.11559772398565352,0.0]
62.0,[-0.0019061493124657618,0.0,-0.0010337330991205818,0.11559772398565352,0.0]
63.0,[-0.0011766587704187257,0.0,-0.0006900554202123507,0.07783095649453267,0.0]
64.0,[-0.001175711380104379,0.0,-0.0006895225131605306,0.07778263958850098,0.0]
65.0,[-0.0018985701899509875,0.0,-0.0010306896077357428,0.11528224301097603,0.0]
66.0,[-0.0018995175802653344,0.0,-0.0010311396181350574,0.11531540167197817,0.0]
67.0,[-0.0019061493124657618,0.0,-0.0010336857296048645,0.11559298703408177,0.0]
68.0,[-0.0019061493124657618,0.0,-0.0010337094143627232,0.11559582920502481,0.0]
69.0,[-0.0011766587704187257,0.0,-0.0006900554202123507,0.07783095649453267,0.0]
70.0,[-0.0011747639897900322,0.0,-0.0006895106707816012,0.07778263958850098,0.0]
71.0,[-0.0018985701899509875,0.0,-0.0010306896077357428,0.11528129562066168,0.0]
72.0,[-0.0018995175802653344,0.0,-0.0010311277757561281,0.11531540167197817,0.0]
73.0,[-0.0019061493124657618,0.0,-0.0010336738872259352,0.11559298703408177,0.0]
74.0,[-0.0019070967027801087,0.0,-0.0010337094143627232,0.11559488181471048,0.0]
75.0,[-0.0019061493124657618,0.0,-0.0010337094143627232,0.11559772398565352,0.0]
