1.0,[9.473903143468001e-7,-1.64687416296753,-0.0808670700772988,-0.1521774114128978,1.6920460715092693]
2.0,[0.0,-1.4434185402478759,-0.06655460775088311,-0.20548516962056357,1.6920491166924225]
3.0,[0.13268675047584108,-1.3620263435617137,-0.08517721047004065,-0.3331242245015649,1.9828531451691689]
4.0,[-0.0028203809658104238,-0.9980619590047959,-0.037206504543974006,0.24415385269094256,1.5436559205487095]
5.0,[-0.004469787503088203,-0.8271854312624781,-0.024751791727339878,0.3452233462060879,1.5242300881774489]
6.0,[-0.008105871529551221,-0.6649552612240465,-0.013090518298971196,0.5167758369376921,1.500837803242965]
7.0,[-0.004882849680143408,-0.49274291313849966,0.00041100160312150064,0.3933365633201901,1.5362589676572367]
8.0,[-0.005479705578181892,-0.32405012007075124,0.012985511925004783,0.4335997042896148,1.5379543226247603]
9.0,[-0.006029191960503036,-0.15466762685415839,0.02560692990982716,0.47061803343240166,1.5395822775384918]
10.0,[-0.0007313853226757296,0.0,-0.00037078488427747897,0.061968800461424195,0.0]
11.0,[-0.0010392871748384398,0.0,-0.0004851704223559258,0.0788702436693711,0.0]
12.0,[-0.001037392394209746,0.0,-0.0004845190915148123,0.07875181988007776,0.0]
13.0,[-0.0007247535904753021,0.0,-0.0003611215030711416,0.06042360685872457,0.0]
14.0,[-0.0007247535904753021,0.0,-0.00036083728597683756,0.06040181688149459,0.0]
15.0,[-0.0010364450038953994,0.0,-0.00048412829301014426,0.07872434556096171,0.0]
16.0,[-0.0010364450038953994,0.0,-0.0004844480372412363,0.07873950380599125,0.0]
17.0,[-0.0004727477668590533,0.0,-0.00023823313692143228,0.041149898303653266,0.0]
18.0,[-0.001038339784524093,0.0,-0.0004846730424408937,0.0788295058858542,0.0]
19.0,[-0.0014163485199484662,0.0,-0.0006078337833059777,0.09619327556720235,0.0]
20.0,[-0.0014229802521488937,0.0,-0.0006098469877239647,0.09644243921987555,0.0]
21.0,[-0.001425822423091934,0.0,-0.0006106996390068768,0.09655802083822587,0.0]
