2.0,[-9.663381206337361e-5,-1.3495110806616137,-0.0630219550619889,0.14509472142284113,1.5627429255411178]
3.0,[-0.00023211062701496604,-1.1832521333114223,-0.050446639458338424,0.13681168790450707,1.5791613350302214]
4.0,[0.014810552784183527,-1.0782017056953916,-0.07579442259005495,-0.30632255250869395,1.9882285024712991]
5.0,[-0.00033348139065007365,-0.8261309858426101,-0.02485307959432248,0.312447430890946,1.564215373101823]
6.0,[-0.0004926429634603361,-0.6468932648810247,-0.01132224980437968,0.1973887719941558,1.5892504328413841]
7.0,[-0.0005731711401798141,-0.4794479480096924,0.000588649129440455,0.4148461130171199,1.5565965278645826]
8.0,[-0.0006868579779014301,-0.3052141058409082,0.013390450230114464,0.45025482601583156,1.5584331793304174]
9.0,[-0.0007711757158782953,-0.11767535094501605,0.027173226631778867,0.37356926441134414,1.5750984516671451]
10.0,[5.2106467289074005e-5,0.0,-0.0005669065217261959,0.1032390173349995,0.0]
11.0,[8.242295734817161e-5,0.0,-0.0006987832534832705,0.1237414911277786,0.0]
12.0,[4.8316906031686806e-5,0.0,-0.0005587944921596015,0.1018463535729097,0.0]
13.0,[4.9264296346033604e-5,0.0,-0.0005630340638163034,0.1025606858699272,0.0]
14.0,[4.64221254029932e-5,0.0,-0.0005581550036974174,0.10178477320247717,0.0]
15.0,[4.736951571734001e-5,0.0,-0.0005582497427288521,0.1018037210087641,0.0]
16.0,[4.736951571734001e-5,0.0,-0.0005580957918027707,0.1017752992993337,0.0]
17.0,[4.736951571734001e-5,0.0,-0.0005580839494238414,0.10177624668964805,0.0]
18.0,[4.736951571734001e-5,0.0,-0.0005580721070449121,0.10177435190901934,0.0]
19.0,[4.736951571734001e-5,0.0,-0.0005580721070449121,0.10177624668964805,0.0]
20.0,[4.8316906031686806e-5,0.0,-0.0005580839494238414,0.1017752992993337,0.0]
21.0,[4.8316906031686806e-5,0.0,-0.0005580721070449121,0.1017752992993337,0.0]
22.0,[4.8316906031686806e-5,0.0,-0.0005580839494238414,0.1017752992993337,0.0]
23.0,[8.431773797686522e-5,0.0,-0.0007031767760660539,0.1244056117381357,0.0]
24.0,[4.736951571734001e-5,0.0,-0.0005585221174442268,0.10180087883782106,0.0]
25.0,[9.473903143468001e-7,0.0,-0.00042034524009674595,0.07908340649009914,0.0]
26.0,[0.00010610771520684162,0.0,-0.0008491222539911785,0.14607337561756137,0.0]
27.0,[0.00010610771520684162,0.0,-0.000845462958902014,0.14538367546871692,0.0]
28.0,[5.1159076974727207e-5,0.0,-0.0005690026227966882,0.10342375844629713,0.0]
54.0,[5.021168666038041e-5,0.0,-0.0005681262867559175,0.10336880980806501,0.0]
55.0,[8.526512829121201e-5,0.0,-0.0007036859983600152,0.12447666601171171,0.0]
