8.0,[-0.006098351453450352,-0.29836234223997354,0.01269919872963025,1.3703820892866738,1.6538391735463975]
15.0,[-0.0009786541947202445,0.0,-0.0011242088741407013,0.32580847649417893,0.0]
16.0,[0.02132291380500343,0.0,-0.019181598531758937,-0.19607853118941418,0.0]
17.0,[-4.736951571734001e-6,0.0,-2.087811405241761e-5,0.10345596971698492,0.0]
18.0,[-0.0001222133505507372,0.0,2.1411021104237687e-5,0.038091722368941795,0.0]
19.0,[-2.17899772299764e-5,0.0,-2.5283479014130233e-5,0.09533115038114676,0.0]
20.0,[3.7895612573872004e-6,0.0,-6.468307371202779e-5,0.11633953060178706,0.0]
21.0,[-2.0842586915629603e-5,0.0,-2.6953254443166468e-5,0.09538988858063627,0.0]
22.0,[-2.0842586915629603e-5,0.0,-2.7794063347149255e-5,0.09612506346456938,0.0]
23.0,[-2.17899772299764e-5,0.0,-2.655061355956908e-5,0.09538515162906452,0.0]
24.0,[-2.17899772299764e-5,0.0,-2.6562455938498413e-5,0.0954050468256658,0.0]
25.0,[-2.0842586915629603e-5,0.0,-2.6526928801710408e-5,0.0953785198968641,0.0]
26.0,[-2.17899772299764e-5,0.0,-2.6526928801710408e-5,0.09537946728717844,0.0]
27.0,[-2.0842586915629603e-5,0.0,-2.6515086422781074e-5,0.09537757250654975,0.0]
28.0,[-2.0842586915629603e-5,0.0,-2.6515086422781074e-5,0.09537757250654975,0.0]
29.0,[-5.7790809175154806e-5,0.0,2.889540458757741e-6,0.07209166597021975,0.0]
30.0,[-5.7790809175154806e-5,0.0,3.280338963425796e-6,0.07205661252858893,0.0]
31.0,[5.684341886080801e-6,0.0,-6.68502290560961e-5,0.11754461108163619,0.0]
32.0,[4.736951571734001e-6,0.0,-6.80699940858176e-5,0.1175995597198683,0.0]
33.0,[-5.684341886080801e-5,0.0,1.6697754290362354e-6,0.07292157988558755,0.0]
34.0,[-5.7790809175154806e-5,0.0,2.4158453015843406e-6,0.07286663124735544,0.0]
35.0,[-2.2737367544323203e-5,0.0,-2.469136006766348e-5,0.09455429032338239,0.0]
36.0,[5.684341886080801e-6,0.0,-6.751340227613886e-5,0.11759671754892526,0.0]
37.0,[5.684341886080801e-6,0.0,-6.988187806200585e-5,0.11838684107109049,0.0]
38.0,[-1.9895196601282802e-5,0.0,-2.839802467254534e-5,0.0962065390316032,0.0]
39.0,[-5.7790809175154806e-5,0.0,1.977677281198946e-6,0.07293389595967406,0.0]
40.0,[-2.17899772299764e-5,0.0,-2.6088760781325014e-5,0.09538230945812148,0.0]
41.0,[5.684341886080801e-6,0.0,-6.754892941292687e-5,0.11760713884238308,0.0]
42.0,[-2.2737367544323203e-5,0.0,-2.7012466337813144e-5,0.0954050468256658,0.0]
43.0,[-2.0842586915629603e-5,0.0,-2.78769599996546e-5,0.09617338037060107,0.0]
44.0,[-2.0842586915629603e-5,0.0,-2.655061355956908e-5,0.09538609901937888,0.0]
45.0,[5.684341886080801e-6,0.0,-6.942002528376179e-5,0.11842189451272132,0.0]
46.0,[6.631732200427601e-6,0.0,-6.998845947236987e-5,0.11842568407397872,0.0]
47.0,[-2.0842586915629603e-5,0.0,-2.8457236567192012e-5,0.09623780291197664,0.0]
48.0,[-2.0842586915629603e-5,0.0,-2.794801427323061e-5,0.09621127598317494,0.0]
49.0,[-2.0842586915629603e-5,0.0,-2.6609825454215752e-5,0.09541736289975232,0.0]
50.0,[6.631732200427601e-6,0.0,-6.943186766269113e-5,0.11842378929335001,0.0]
51.0,[6.631732200427601e-6,0.0,-7.000030185129921e-5,0.11842663146429305,0.0]
52.0,[-1.9895196601282802e-5,0.0,-2.844539418826268e-5,0.09623780291197664,0.0]
53.0,[-2.0842586915629603e-5,0.0,-2.7959856652159942e-5,0.09621222337348928,0.0]
54.0,[-2.0842586915629603e-5,0.0,-2.6597983075286418e-5,0.09541831029006667,0.0]
55.0,[5.684341886080801e-6,0.0,-6.943186766269113e-5,0.11842378929335001,0.0]
56.0,[4.736951571734001e-6,0.0,-6.998845947236987e-5,0.11842663146429305,0.0]
57.0,[-1.9895196601282802e-5,0.0,-2.844539418826268e-5,0.09623780291197664,0.0]
58.0,[-2.0842586915629603e-5,0.0,-2.7959856652159942e-5,0.09621222337348928,0.0]
59.0,[-2.17899772299764e-5,0.0,-2.6609825454215752e-5,0.09541736289975232,0.0]
60.0,[-2.17899772299764e-5,0.0,-2.6574298317427747e-5,0.09540978377723755,0.0]
61.0,[5.684341886080801e-6,0.0,-6.934897101018578e-5,0.11839347280329092,0.0]
62.0,[5.684341886080801e-6,0.0,-6.998845947236987e-5,0.11842568407397872,0.0]
63.0,[-2.0842586915629603e-5,0.0,-2.844539418826268e-5,0.0962368555216623,0.0]
64.0,[-2.0842586915629603e-5,0.0,-2.794801427323061e-5,0.09621222337348928,0.0]
65.0,[-2.0842586915629603e-5,0.0,-2.6597983075286418e-5,0.09541736289975232,0.0]
66.0,[6.631732200427601e-6,0.0,-6.942002528376179e-5,0.11842473668366436,0.0]
67.0,[4.736951571734001e-6,0.0,-6.998845947236987e-5,0.11842663146429305,0.0]
68.0,[-5.7790809175154806e-5,0.0,1.5987211554602254e-6,0.07296326505941882,0.0]
69.0,[-5.684341886080801e-5,0.0,2.3803181647963356e-6,0.07289978990835758,0.0]
70.0,[-2.17899772299764e-5,0.0,-2.469136006766348e-5,0.09455523771369673,0.0]
71.0,[5.684341886080801e-6,0.0,-6.750155989720952e-5,0.11759861232955396,0.0]
72.0,[5.684341886080801e-6,0.0,-6.988187806200585e-5,0.11838778846140484,0.0]
73.0,[-1.9895196601282802e-5,0.0,-2.839802467254534e-5,0.09620559164128886,0.0]
74.0,[-1.9895196601282802e-5,0.0,-2.7959856652159942e-5,0.09620938120254624,0.0]
75.0,[-2.0842586915629603e-5,0.0,-2.6609825454215752e-5,0.09541641550943797,0.0]
76.0,[5.684341886080801e-6,0.0,-6.942002528376179e-5,0.11842378929335001,0.0]
77.0,[7.579122514774401e-6,0.0,-6.997661709344054e-5,0.11842663146429305,0.0]
78.0,[-2.0842586915629603e-5,0.0,-2.844539418826268e-5,0.09623780291197664,0.0]
79.0,[-1.9895196601282802e-5,0.0,-2.794801427323061e-5,0.09621222337348928,0.0]
80.0,[-2.17899772299764e-5,0.0,-2.6609825454215752e-5,0.09541831029006667,0.0]
81.0,[6.631732200427601e-6,0.0,-6.943186766269113e-5,0.11842378929335001,0.0]
82.0,[5.684341886080801e-6,0.0,-6.998845947236987e-5,0.11842568407397872,0.0]
83.0,[-2.0842586915629603e-5,0.0,-2.8457236567192012e-5,0.09623780291197664,0.0]
84.0,[-1.9895196601282802e-5,0.0,-2.7959856652159942e-5,0.09621127598317494,0.0]
85.0,[-2.17899772299764e-5,0.0,-2.6609825454215752e-5,0.09541831029006667,0.0]
86.0,[-2.0842586915629603e-5,0.0,-2.6562455938498413e-5,0.09540978377723755,0.0]
87.0,[-2.0842586915629603e-5,0.0,-2.6526928801710408e-5,0.0953804146774928,0.0]
88.0,[-2.17899772299764e-5,0.0,-2.6538771180639742e-5,0.09537946728717844,0.0]
89.0,[-2.17899772299764e-5,0.0,-2.6526928801710408e-5,0.09537757250654975,0.0]
90.0,[-1.9895196601282802e-5,0.0,-2.6503244043851737e-5,0.09537757250654975,0.0]
91.0,[7.579122514774401e-6,0.0,-6.934897101018578e-5,0.11839252541297657,0.0]
92.0,[5.684341886080801e-6,0.0,-6.998845947236987e-5,0.11842473668366436,0.0]
93.0,[-1.9895196601282802e-5,0.0,-2.844539418826268e-5,0.09623780291197664,0.0]
94.0,[-2.0842586915629603e-5,0.0,-2.7959856652159942e-5,0.09621222337348928,0.0]
95.0,[6.631732200427601e-6,0.0,-6.946739479947914e-5,0.11843231580617913,0.0]
96.0,[2.0842586915629603e-5,0.0,-0.00012542263524058703,0.1411099977606985,0.0]
97.0,[7.579122514774401e-6,0.0,-7.24990438053889e-5,0.1192717036246904,0.0]
98.0,[-1.9895196601282802e-5,0.0,-2.989016441764155e-5,0.09706771682734444,0.0]
99.0,[-1.9895196601282802e-5,0.0,-2.8030910925735952e-5,0.09625106637637751,0.0]
100.0,[-2.0842586915629603e-5,0.0,-2.6657194969933094e-5,0.09544862678012576,0.0]
101.0,[4.736951571734001e-6,0.0,-6.943186766269113e-5,0.11842473668366436,0.0]
102.0,[6.631732200427601e-6,0.0,-7.001214423022854e-5,0.1184275788546074,0.0]
103.0,[-2.0842586915629603e-5,0.0,-2.844539418826268e-5,0.0962368555216623,0.0]
104.0,[-1.8947806286936004e-5,0.0,-2.7959856652159942e-5,0.09621222337348928,0.0]
105.0,[-2.0842586915629603e-5,0.0,-2.6609825454215752e-5,0.09541736289975232,0.0]
106.0,[5.684341886080801e-6,0.0,-6.943186766269113e-5,0.11842473668366436,0.0]
107.0,[5.684341886080801e-6,0.0,-6.998845947236987e-5,0.11842568407397872,0.0]
108.0,[6.631732200427601e-6,0.0,-7.188324010106348e-5,0.11924043974431696,0.0]
109.0,[6.631732200427601e-6,0.0,-7.191876723785148e-5,0.11924707147651739,0.0]
110.0,[-1.9895196601282802e-5,0.0,-2.8528290840768022e-5,0.09627569852455052,0.0]
111.0,[-2.0842586915629603e-5,0.0,-2.801906854680662e-5,0.09624348725386273,0.0]
112.0,[-2.17899772299764e-5,0.0,-2.6609825454215752e-5,0.09541925768038101,0.0]
113.0,[-5.873819948950161e-5,0.0,2.854013321969736e-6,0.07212671941185059,0.0]
114.0,[-5.873819948950161e-5,0.0,3.280338963425796e-6,0.07205755991890327,0.0]
115.0,[-2.17899772299764e-5,0.0,-2.4608463415158138e-5,0.09451734210112286,0.0]
116.0,[5.684341886080801e-6,0.0,-6.743050562363351e-5,0.11756734844918051,0.0]
117.0,[6.631732200427601e-6,0.0,-6.987003568307652e-5,0.11838589368077615,0.0]
118.0,[-5.7790809175154806e-5,0.0,1.6342482922482304e-6,0.07293010639841667,0.0]
119.0,[-5.684341886080801e-5,0.0,2.3803181647963356e-6,0.07289789512772889,0.0]
