0.0,[0.002863960920270377,-0.9881039394106966,-0.05314285308107477,0.0498128353380404,0.9342526498455429]
1.0,[-0.011880274541908873,-0.9188911557581982,-0.04916634802990909,0.5556084185324531,0.9342528528577531]
2.0,[0.017274714991799552,-1.4671127720096893,-0.08581820291434876,-0.44540039804511855,1.7710399496146627]
3.0,[0.0009170738242877026,-1.1003443489698836,-0.04770470241055591,0.27428560163874255,1.493193987503868]
4.0,[-0.0004244308608273665,-0.9343113542096639,-0.035820922524483954,0.10571549561670204,1.5411180649087846]
5.0,[0.0005229594535194336,-0.746673360178344,-0.022987573326342197,0.2839897206285968,1.5072182739978806]
6.0,[-0.0006982266616735917,-0.5656635456337729,-0.010434604291731375,0.2859195546989212,1.5106977002687927]
7.0,[-0.0008005448156230461,-0.385289666837707,0.0020468249317673326,0.3281987422572759,1.5094747547144443]
8.0,[-0.0008810729923425241,-0.2038196574479419,0.01458150933331126,0.3555584271452971,1.5105572158193223]
9.0,[-0.0009634959496906957,-0.022061878250193935,0.027128047956163453,0.3833463324554031,1.511400122516144]
10.0,[-0.0002671640686457976,0.0,-0.00022578679666670118,0.10172698239330201,0.0]
11.0,[-0.00026526928801710403,0.0,-0.00022440123833196898,0.10130634109373203,0.0]
12.0,[-0.00026621667833145085,0.0,-0.00022402228220623027,0.10119739120758214,0.0]
13.0,[-0.00026621667833145085,0.0,-0.00022393938555372492,0.10117370644972348,0.0]
14.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.1011680221078374,0.0]
15.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
16.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
17.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
18.0,[-0.00026621667833145085,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
19.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
20.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
21.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
22.0,[-0.00026621667833145085,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
23.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
24.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
25.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
26.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.1011661273272087,0.0]
27.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
28.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
29.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
30.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
31.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
32.0,[-0.00026621667833145085,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
33.0,[-0.00026621667833145085,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
34.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
35.0,[-0.00026621667833145085,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
36.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
37.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
38.0,[-0.00024063713984408724,0.0,-0.00015104954324366798,0.07762726757694811,0.0]
39.0,[-0.00024063713984408724,0.0,-0.0001506824294968586,0.07759979325783205,0.0]
40.0,[-0.0002643218977027572,0.0,-0.00021903664067698023,0.0998198856905219,0.0]
