0.0,[0.0016522487082208195,-1.3593606240647202,-0.072510590124845,0.2263239669749358,1.2612198523649047]
1.0,[-0.0008100187187665141,-1.2332236565271157,-0.06339950194463503,0.47490971155639267,1.261220258389325]
2.0,[0.02221440809080377,-1.4770715021465244,-0.09184829489565043,-0.2937042609119089,1.78623744367152]
3.0,[0.0006887527585301236,-1.1094205850289047,-0.04804395103974457,0.2014028647560432,1.5124880649506978]
4.0,[-0.0004215886898843261,-0.9351275309654737,-0.03587985020203632,0.09169601374499808,1.5449759059395416]
5.0,[0.0005106433794329253,-0.7466622283421505,-0.022983689026053376,0.2781462171697057,1.5083281417511378]
6.0,[-0.0006934897101018577,-0.5655763857248529,-0.010430530513379685,0.28424741079409915,1.5110454601848946]
7.0,[-0.0007995974253086993,-0.38525721871944063,0.002048388125786005,0.3277705218351911,1.5095407336827649]
8.0,[-0.0008820203826568709,-0.2038049728980695,0.014582196191289162,0.35540873947563034,1.5105771110159236]
9.0,[-0.0009644433400050425,-0.022058088688936547,0.027128225591847393,0.3833141211847153,1.5114039797481382]
10.0,[-0.00026621667833145085,0.0,-0.00022576311190884252,0.10172508761267332,0.0]
11.0,[-0.00026526928801710403,0.0,-0.00022438939595303964,0.10130634109373203,0.0]
12.0,[-0.00026621667833145085,0.0,-0.00022402228220623027,0.1011983385978965,0.0]
13.0,[-0.00026621667833145085,0.0,-0.00022393938555372492,0.10117370644972348,0.0]
14.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10116707471752305,0.0]
15.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
16.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
17.0,[-0.00026621667833145085,0.0,-0.00022392754317479557,0.10116517993689436,0.0]
18.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116423254658001,0.0]
19.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
20.0,[-0.00030505968121966964,0.0,-0.0003070255161219393,0.124215186284952,0.0]
21.0,[-0.00026621667833145085,0.0,-0.00022436571119518098,0.10118981208506737,0.0]
22.0,[-0.00026811145896014443,0.0,-0.00022832106575757888,0.10247447335132163,0.0]
23.0,[-0.00030505968121966964,0.0,-0.0003070965703955153,0.12422750235903851,0.0]
24.0,[-0.00026526928801710403,0.0,-0.00022460255877376767,0.10126465591990078,0.0]
25.0,[-0.0002671640686457976,0.0,-0.00022832106575757888,0.10247542074163599,0.0]
26.0,[-0.00026526928801710403,0.0,-0.00022398675506944227,0.10118128557223825,0.0]
27.0,[-0.00026526928801710403,0.0,-0.0002241643907533823,0.10124002377172775,0.0]
28.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.10116707471752305,0.0]
29.0,[-0.00026621667833145085,0.0,-0.00022392754317479557,0.10116896949815174,0.0]
30.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.1011661273272087,0.0]
31.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.1011661273272087,0.0]
32.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
33.0,[-0.00026621667833145085,0.0,-0.0002239038584169369,0.1011661273272087,0.0]
34.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
35.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.10116517993689436,0.0]
36.0,[-0.00026621667833145085,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
37.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
38.0,[-0.00026526928801710403,0.0,-0.0002239038584169369,0.10116517993689436,0.0]
39.0,[-0.00024063713984408724,0.0,-0.0001510613856225973,0.07762537279631941,0.0]
40.0,[-0.00026621667833145085,0.0,-0.0002234538480176222,0.101139600398407,0.0]
41.0,[-0.00026337450738841045,0.0,-0.0002194984934552243,0.09984546522900926,0.0]
42.0,[-0.00023968974952974043,0.0,-0.00015100217372795063,0.0776149515028616,0.0]
43.0,[-0.00023968974952974043,0.0,-0.0001504811090550599,0.07752400203268431,0.0]
44.0,[-0.00023968974952974043,0.0,-0.00014688102586054205,0.0762544990114596,0.0]
45.0,[-0.00026337450738841045,0.0,-0.00021897742878233356,0.09980378005517801,0.0]
46.0,[-0.00026337450738841045,0.0,-0.00021917874922413225,0.09975735792977501,0.0]
47.0,[-0.00026526928801710403,0.0,-0.0002235959565647742,0.10107707263766011,0.0]
48.0,[-0.00026621667833145085,0.0,-0.00022363148370156222,0.10108559915048923,0.0]
49.0,[-0.00023968974952974043,0.0,-0.00015104954324366798,0.07762158323506203,0.0]
50.0,[-0.00022547889481453842,0.0,-8.933890664290327e-5,0.05365166089177364,0.0]
51.0,[0.0005580128951502653,0.0,-0.00016517750130636463,0.08585914201830745,0.0]
52.0,[-0.00023684757858670003,0.0,-0.00014286645940349749,0.07485236134622633,0.0]
53.0,[-0.00023968974952974043,0.0,-0.00014658496638730867,0.07615218085751015,0.0]
54.0,[-0.0002643218977027572,0.0,-0.0002184563641094428,0.09965030282425383,0.0]
55.0,[-0.00023874235921539364,0.0,-0.0001469639225130474,0.07618533951851228,0.0]
56.0,[-0.00026526928801710403,0.0,-0.00022311041902867146,0.10104296658634362,0.0]
57.0,[-0.00026337450738841045,0.0,-0.0002192261187398496,0.09976493705228978,0.0]
58.0,[-0.00023968974952974043,0.0,-0.0001509903313490213,0.07760831977066117,0.0]
59.0,[-0.00026526928801710403,0.0,-0.0002231933156811768,0.10106191439263056,0.0]
60.0,[-0.00026242711707406363,0.0,-0.00021948665107629495,0.09984357044838058,0.0]
61.0,[-0.0002643218977027572,0.0,-0.00022384464652229025,0.10114907430155046,0.0]
62.0,[-0.00026526928801710403,0.0,-0.00022365516845942088,0.10109033610206096,0.0]
63.0,[-0.0003041122909053228,0.0,-0.00030701367374301,0.12421423889463766,0.0]
64.0,[-0.00030505968121966964,0.0,-0.00030752289603697136,0.12423413409123894,0.0]
65.0,[-0.00024253192047278083,0.0,-0.00015522990300572323,0.07898772006835011,0.0]
66.0,[-0.00024158453015843404,0.0,-0.0001545430450278218,0.0789469822848332,0.0]
67.0,[-0.00026242711707406363,0.0,-0.00021935638490807227,0.0999070455994418,0.0]
68.0,[-0.00026526928801710403,0.0,-0.00021969981389702298,0.09990799298975615,0.0]
69.0,[-0.00026526928801710403,0.0,-0.00022358411418584487,0.10108465176017488,0.0]
70.0,[-0.0002671640686457976,0.0,-0.00022367885321727954,0.101093178273004,0.0]
71.0,[-0.0002671640686457976,0.0,-0.00022389201603800757,0.10115949559500828,0.0]
72.0,[-0.00030505968121966964,0.0,-0.00030700183136408066,0.12420950194306592,0.0]
73.0,[-0.00030600707153401646,0.0,-0.00030753473841590073,0.12423697626218198,0.0]
74.0,[-0.0002671640686457976,0.0,-0.00022875923377796425,0.10249910549949465,0.0]
75.0,[-0.00024158453015843404,0.0,-0.00015492200115356053,0.07897256182332056,0.0]
76.0,[-0.00023968974952974043,0.0,-0.00015095480421223328,0.07769074272800934,0.0]
77.0,[-0.00026242711707406363,0.0,-0.0002192971730134256,0.09989662430598399,0.0]
78.0,[-0.00026526928801710403,0.0,-0.00021946296631843629,0.09983693871618014,0.0]
79.0,[-0.00026337450738841045,0.0,-0.00022360779894370353,0.10108275697954619,0.0]
80.0,[-0.0002643218977027572,0.0,-0.00022366701083835022,0.10109033610206096,0.0]
81.0,[-0.00030600707153401646,0.0,-0.0003069899889851513,0.12421044933338027,0.0]
82.0,[-0.00030600707153401646,0.0,-0.00030754658079483005,0.12423223931061024,0.0]
83.0,[-0.0002671640686457976,0.0,-0.00022875923377796425,0.10249721071886596,0.0]
84.0,[-0.0002671640686457976,0.0,-0.0002283684352732962,0.10248394725446511,0.0]
85.0,[-0.00026621667833145085,0.0,-0.0002242354450269583,0.10125233984581426,0.0]
86.0,[-0.00026526928801710403,0.0,-0.0002241643907533823,0.10124191855235645,0.0]
87.0,[-0.0003041122909053228,0.0,-0.00030707288563765667,0.12421992323652374,0.0]
88.0,[-0.00030600707153401646,0.0,-0.00030758210793161805,0.12424266060406806,0.0]
89.0,[-0.00026811145896014443,0.0,-0.00022878291853582294,0.102500052889809,0.0]
90.0,[-0.0002671640686457976,0.0,-0.00022838027765222554,0.10248678942540815,0.0]
91.0,[-0.0002643218977027572,0.0,-0.00022422360264802896,0.10125233984581426,0.0]
92.0,[-0.00026621667833145085,0.0,-0.00022415254837445295,0.1012409711620421,0.0]
93.0,[-0.000360008319451784,0.0,-0.00039926580560252967,0.14670244278628766,0.0]
94.0,[-0.00036095570976613084,0.0,-0.00040042635873760446,0.14673844361823282,0.0]
95.0,[-0.000270006239588838,0.0,-0.00023362645151792094,0.1038197675976941,0.0]
96.0,[-0.00026905884927449125,0.0,-0.00023284485450858483,0.10379418805920673,0.0]
97.0,[-0.00030505968121966964,0.0,-0.0003077360588576994,0.12438382176090573,0.0]
98.0,[-0.00030600707153401646,0.0,-0.00030811501498343813,0.12438476915122008,0.0]
99.0,[-0.0002671640686457976,0.0,-0.00022881844567261095,0.10250952679295247,0.0]
100.0,[-0.00022642628512888524,0.0,-9.280872366919843e-5,0.05506043028920733,0.0]
101.0,[0.00034485007442223525,0.0,-0.0001008852260990049,0.06060171623782176,0.0]
102.0,[0.00031832314562052483,0.0,-9.36495325731812e-5,0.05747911776173471,0.0]
103.0,[7.484383483339721e-5,0.0,-4.034698501224436e-5,0.03009953767711219,0.0]
104.0,[0.00031358619404879085,0.0,-9.248897943810638e-5,0.057102056416624684,0.0]
105.0,[0.0005286437954055144,0.0,-0.00015449567551210447,0.08234148178113779,0.0]
106.0,[-0.00026337450738841045,0.0,-0.00021339966830661677,0.09821974344959016,0.0]
107.0,[-0.00023779496890104684,0.0,-0.00014637180356658064,0.07597217669778425,0.0]
108.0,[-0.00024063713984408724,0.0,-0.00015013768006610917,0.07740936780464834,0.0]
109.0,[-0.0003012701199622824,0.0,-0.00030118722330977715,0.12281210122940439,0.0]
110.0,[-0.00026242711707406363,0.0,-0.000219841922444175,0.09984641261932362,0.0]
111.0,[-0.00024063713984408724,0.0,-0.00015459041454353914,0.07886740149842807,0.0]
112.0,[-0.00026621667833145085,0.0,-0.00022325252757582348,0.10107612524734576,0.0]
113.0,[-0.0003571661485087436,0.0,-0.00039406700125255156,0.14550778359989633,0.0]
114.0,[-0.0003628504903948244,0.0,-0.0004003316197061698,0.1467194958119459,0.0]
115.0,[-0.00026905884927449125,0.0,-0.0002334014463182636,0.10374776593380373,0.0]
116.0,[-0.00026905884927449125,0.0,-0.00023283301212965551,0.10379229327857803,0.0]
117.0,[-0.0002671640686457976,0.0,-0.000224507819742333,0.10133286802253375,0.0]
118.0,[-0.00024158453015843404,0.0,-0.0001514995536429827,0.07777979741755794,0.0]
119.0,[-0.00023968974952974043,0.0,-0.0001507179566336466,0.07761116194160421,0.0]
120.0,[-0.0003012701199622824,0.0,-0.0003015780218144452,0.1229115772124108,0.0]
121.0,[-0.0003012701199622824,0.0,-0.000302525412128792,0.12293715675089817,0.0]
122.0,[-0.0002671640686457976,0.0,-0.0002284631743047309,0.10241384037120344,0.0]
123.0,[-0.00024063713984408724,0.0,-0.0001546851535749738,0.07889582320785847,0.0]
124.0,[-0.00023968974952974043,0.0,-0.00015093111945437462,0.07768126882486588,0.0]
125.0,[-0.00030221751027662924,0.0,-0.00030180302701410255,0.122972210192529,0.0]
126.0,[-0.00030221751027662924,0.0,-0.00030253725450772134,0.12293999892184121,0.0]
127.0,[-0.0002671640686457976,0.0,-0.0002284631743047309,0.10241573515183214,0.0]
128.0,[-0.00026811145896014443,0.0,-0.00022811974531578016,0.10241005080994606,0.0]
129.0,[-0.00030316490059097606,0.0,-0.0003073571027319607,0.12429476707135713,0.0]
130.0,[-0.00030505968121966964,0.0,-0.0003078071131312754,0.124308030535758,0.0]
131.0,[-0.0002671640686457976,0.0,-0.0002288066032936816,0.10250668462200943,0.0]
132.0,[-0.00026811145896014443,0.0,-0.00022841580478901355,0.10248963159635119,0.0]
133.0,[-0.00023968974952974043,0.0,-0.00015134560271690134,0.0777163222664967,0.0]
134.0,[-0.00026621667833145085,0.0,-0.00022373806511192623,0.10121444423324039,0.0]
135.0,[-0.0003012701199622824,0.0,-0.0003020754017294773,0.12292863023806905,0.0]
136.0,[-0.0002643218977027572,0.0,-0.00022431834167946363,0.1011803381819239,0.0]
137.0,[-0.0002671640686457976,0.0,-0.00022803684866327484,0.10239773473585954,0.0]
138.0,[-0.0002671640686457976,0.0,-0.00022395122793265426,0.10117749601098086,0.0]
139.0,[-0.00026621667833145085,0.0,-0.0002241407059955236,0.10123528682015602,0.0]
140.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
141.0,[-0.00026811145896014443,0.0,-0.0002239038584169369,0.1011680221078374,0.0]
142.0,[-0.00024158453015843404,0.0,-0.00015104954324366798,0.07762726757694811,0.0]
143.0,[-0.00023874235921539364,0.0,-0.00015067058711792924,0.07759789847720336,0.0]
144.0,[-0.0002643218977027572,0.0,-0.00021907216781376823,0.09982367525177929,0.0]
145.0,[-0.00026621667833145085,0.0,-0.00021943928156057763,0.09983504393555145,0.0]
146.0,[-0.00026526928801710403,0.0,-0.00022360779894370353,0.10107991480860315,0.0]
147.0,[-0.0002643218977027572,0.0,-0.00022364332608049153,0.10109223088268965,0.0]
148.0,[-0.00026337450738841045,0.0,-0.0002238683312801489,0.10116044298532262,0.0]
149.0,[-0.00026526928801710403,0.0,-0.00022388017365907825,0.10116044298532262,0.0]
150.0,[-0.00026621667833145085,0.0,-0.00022391570079586626,0.1011680221078374,0.0]
151.0,[-0.00026621667833145085,0.0,-0.00022392754317479557,0.1011661273272087,0.0]
152.0,[-0.00023874235921539364,0.0,-0.0001510613856225973,0.07762632018663376,0.0]
153.0,[-0.00026621667833145085,0.0,-0.00022340647850190484,0.10114433734997873,0.0]
154.0,[-0.00035527136788005004,0.0,-0.00039381831129503553,0.14544146627789206,0.0]
155.0,[-0.00036095570976613084,0.0,-0.0004003316197061698,0.14672233798288895,0.0]
156.0,[-0.00031358619404879085,0.0,-0.00031765997240048216,0.1267314549598571,0.0]
157.0,[-0.0002728484105318784,0.0,-0.0002332711801500409,0.10381503064612235,0.0]
158.0,[-0.0002643218977027572,0.0,-0.00022891318470404562,0.10264026665633233,0.0]
159.0,[-0.00026621667833145085,0.0,-0.00022448413498447434,0.10132623629033331,0.0]
160.0,[-0.00026526928801710403,0.0,-0.00022418807551124095,0.10125139245549991,0.0]
161.0,[-0.00026621667833145085,0.0,-0.00022396307031158358,0.10117465384003782,0.0]
162.0,[-0.0003069544618483632,0.0,-0.00030701367374301,0.12422181801715243,0.0]
163.0,[-0.0002643218977027572,0.0,-0.00022437755357411032,0.10118981208506737,0.0]
164.0,[-0.00023968974952974043,0.0,-0.00015488647401677252,0.07896214052986275,0.0]
165.0,[-0.00030505968121966964,0.0,-0.0003065755057226246,0.12420665977212288,0.0]
166.0,[-0.0003012701199622824,0.0,-0.0003028333139809547,0.12301957970824634,0.0]
167.0,[-0.00026905884927449125,0.0,-0.00022874739139903494,0.10248773681572249,0.0]
168.0,[-0.00026621667833145085,0.0,-0.00022811974531578016,0.1024128929808891,0.0]
169.0,[-0.0002671640686457976,0.0,-0.00022418807551124095,0.10124855028455687,0.0]
170.0,[-0.00026811145896014443,0.0,-0.0002241999178901703,0.10123812899109906,0.0]
171.0,[-0.00026526928801710403,0.0,-0.00022391570079586626,0.10117181166909478,0.0]
172.0,[-0.00026242711707406363,0.0,-0.0002239038584169369,0.1011680221078374,0.0]
173.0,[-0.0002671640686457976,0.0,-0.00022392754317479557,0.10116517993689436,0.0]
174.0,[-0.00026811145896014443,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
175.0,[-0.0003041122909053228,0.0,-0.00030703735850086866,0.124215186284952,0.0]
176.0,[-0.00030316490059097606,0.0,-0.00030752289603697136,0.12423602887186763,0.0]
177.0,[-0.0002671640686457976,0.0,-0.00022874739139903494,0.10249815810918031,0.0]
178.0,[-0.00026811145896014443,0.0,-0.00022841580478901355,0.1024858420350938,0.0]
179.0,[-0.0002614797267597168,0.0,-0.0002242354450269583,0.10125139245549991,0.0]
180.0,[-0.00026337450738841045,0.0,-0.00022418807551124095,0.10123907638141341,0.0]
181.0,[-0.00030505968121966964,0.0,-0.00030703735850086866,0.12421992323652374,0.0]
182.0,[-0.00030790185216271004,0.0,-0.00030755842317375937,0.12424266060406806,0.0]
183.0,[-0.00026526928801710403,0.0,-0.00022881844567261095,0.10249815810918031,0.0]
184.0,[-0.00026811145896014443,0.0,-0.0002283684352732962,0.10248868420603684,0.0]
185.0,[-0.00026621667833145085,0.0,-0.00022421176026909961,0.10124949767487122,0.0]
186.0,[-0.0002643218977027572,0.0,-0.0002241407059955236,0.10124002377172775,0.0]
187.0,[-0.0002671640686457976,0.0,-0.00022395122793265426,0.10117181166909478,0.0]
188.0,[-0.00026526928801710403,0.0,-0.00022389201603800757,0.10116896949815174,0.0]
189.0,[-0.00026811145896014443,0.0,-0.0002239038584169369,0.1011661273272087,0.0]
190.0,[-0.00026337450738841045,0.0,-0.00022391570079586626,0.1011661273272087,0.0]
191.0,[-0.00026526928801710403,0.0,-0.00022396307031158358,0.1011661273272087,0.0]
192.0,[-0.00030600707153401646,0.0,-0.0003070255161219393,0.12421423889463766,0.0]
193.0,[-0.00030600707153401646,0.0,-0.00030753473841590073,0.12423887104281067,0.0]
194.0,[-0.00023968974952974043,0.0,-0.00015522990300572323,0.0789896148489788,0.0]
195.0,[-0.00024158453015843404,0.0,-0.00015453120264889247,0.07894603489451886,0.0]
196.0,[-0.00026526928801710403,0.0,-0.00021938006966593093,0.09990420342849876,0.0]
