0.0,[0.0007408592258191977,-1.2159117564654782,-0.06429895430907588,0.21132772568914027,1.1207770203977165]
8.0,[-0.0025342690908776904,-0.23039158728958375,0.007092602061220532,0.9850689745386867,1.1333540328450908]
9.0,[0.020419103445116583,0.0,-0.020461818905914697,-0.22336147746197332,0.0]
10.0,[0.00041685173831259204,0.0,-0.0003122953747454934,0.11733334304153685,0.0]
11.0,[-0.00022642628512888524,0.0,-9.354295116281719e-5,0.04614548743120394,0.0]
12.0,[0.00037516656448133284,0.0,-0.0003007608976683211,0.10963200717621172,0.0]
13.0,[-0.0002671640686457976,0.0,-0.00026853778460160055,0.09889712752434812,0.0]
14.0,[-0.00027190102021753165,0.0,-0.00028045121780451154,0.10188993352736966,0.0]
15.0,[-0.00027190102021753165,0.0,-0.00028001304978412617,0.10176393061556153,0.0]
16.0,[-0.00031453358436313766,0.0,-0.00037503629831311025,0.12514078662206882,0.0]
17.0,[-0.00031548097467748443,0.0,-0.00037555736298600095,0.12515878703804142,0.0]
18.0,[-0.00027379580084622524,0.0,-0.0002852829084076802,0.10303817058835799,0.0]
19.0,[-0.00027379580084622524,0.0,-0.00028486842514515354,0.10302395973364278,0.0]
20.0,[-0.00027190102021753165,0.0,-0.0002808657010670383,0.1019799356072326,0.0]
21.0,[-0.00027190102021753165,0.0,-0.0002807946467934623,0.10197046170408913,0.0]
22.0,[-0.0002444267011014744,0.0,-0.00019543477947081556,0.07814359529826712,0.0]
23.0,[0.0002586375558166764,0.0,-0.00021024959551141364,0.08416710291688408,0.0]
24.0,[0.0003713770032239456,0.0,-0.00029678185834806453,0.10848092794428035,0.0]
25.0,[-0.00024347931078712762,0.0,-0.00019133731636126566,0.07694798872156146,0.0]
26.0,[0.00025769016550232965,0.0,-0.0002099653784171096,0.08408752213047894,0.0]
27.0,[0.00037042961290959886,0.0,-0.0002965094836326898,0.10841271584164738,0.0]
28.0,[-0.00024253192047278083,0.0,-0.00019130178922447766,0.07694514655061842,0.0]
29.0,[0.00025769016550232965,0.0,-0.0002099535360381803,0.0840846799595359,0.0]
30.0,[0.00025105843330190203,0.0,-0.000205595540592185,0.08281801910925422,0.0]
31.0,[0.00025200582361624885,0.0,-0.0002057613338971957,0.08287107296685765,0.0]
